Date,Commodity,Market Region,Price per Unit (LKR/kg)
8/11/2022,Brinjal,Colombo,304.78
8/11/2022,Long Purple Eggplant,Colombo,420.86
8/11/2022,Asiatic Pennywort,Colombo,181.43
8/11/2022,Red Spinach,Colombo,392.21
8/11/2022,Pennywort,Colombo,444.24
8/11/2022,Leeks,Colombo,392.66
8/11/2022,Carrot,Colombo,371.11
8/11/2022,Beetroot,Colombo,87.63
8/11/2022,Cabbage,Colombo,387.4
8/11/2022,Knol-Khol,Colombo,260.19
8/11/2022,Pumpkin,Colombo,394.3
8/11/2022,Onion,Colombo,425.49
8/11/2022,Potato,Colombo,382.82
8/11/2022,Drumsticks,Colombo,442.98
8/11/2022,Jackfruit,Colombo,303.28
8/11/2022,Breadfruit,Colombo,263
8/11/2022,Taro,Colombo,114.69
8/11/2022,Manioc,Colombo,454.79
8/18/2022,Winged Bean,Colombo,369.99
8/18/2022,Bitter Melon,Colombo,361.11
8/18/2022,Brinjal,Colombo,77.64
8/18/2022,Long Purple Eggplant,Colombo,314.11
8/18/2022,Asiatic Pennywort,Colombo,369.93
8/18/2022,Red Spinach,Colombo,442.73
8/18/2022,Pennywort,Colombo,494.65
8/18/2022,Leeks,Colombo,98.07
8/18/2022,Carrot,Colombo,465.88
8/18/2022,Beetroot,Colombo,277.28
8/18/2022,Cabbage,Colombo,180.88
8/18/2022,Knol-Khol,Colombo,88.86
8/18/2022,Pumpkin,Colombo,283.81
8/18/2022,Onion,Colombo,477.49
8/18/2022,Potato,Colombo,182.92
8/18/2022,Drumsticks,Colombo,255.95
8/18/2022,Jackfruit,Colombo,230.4
8/18/2022,Breadfruit,Colombo,62.16
8/18/2022,Taro,Colombo,314.84
8/18/2022,Manioc,Colombo,85.04
8/25/2022,Winged Bean,Colombo,412.34
8/25/2022,Bitter Melon,Colombo,148.45
8/25/2022,Brinjal,Colombo,497.35
8/25/2022,Long Purple Eggplant,Colombo,173.01
8/25/2022,Asiatic Pennywort,Colombo,152.3
8/25/2022,Red Spinach,Colombo,204.52
8/25/2022,Pennywort,Colombo,87.86
8/25/2022,Leeks,Colombo,136.69
8/25/2022,Carrot,Colombo,405.39
8/25/2022,Beetroot,Colombo,86.84
8/25/2022,Cabbage,Colombo,215.3
8/25/2022,Knol-Khol,Colombo,107.83
8/25/2022,Pumpkin,Colombo,460.71
8/25/2022,Onion,Colombo,203.79
8/25/2022,Potato,Colombo,79.4
8/25/2022,Drumsticks,Colombo,120.88
8/25/2022,Jackfruit,Colombo,137.01
8/25/2022,Breadfruit,Colombo,457.05
8/25/2022,Taro,Colombo,262.05
8/25/2022,Manioc,Colombo,90.2
9/1/2022,Winged Bean,Colombo,322.67
9/1/2022,Bitter Melon,Colombo,230.15
9/1/2022,Brinjal,Colombo,351.79
9/1/2022,Long Purple Eggplant,Colombo,146.6
9/1/2022,Asiatic Pennywort,Colombo,155.25
9/1/2022,Red Spinach,Colombo,130.54
9/1/2022,Pennywort,Colombo,336.94
9/1/2022,Leeks,Colombo,310.01
9/1/2022,Carrot,Colombo,234.27
9/1/2022,Beetroot,Colombo,103.39
9/1/2022,Cabbage,Colombo,403.24
9/1/2022,Knol-Khol,Colombo,78.4
9/1/2022,Pumpkin,Colombo,289.47
9/1/2022,Onion,Colombo,123.5
9/1/2022,Potato,Colombo,241.07
9/1/2022,Drumsticks,Colombo,424.85
9/1/2022,Jackfruit,Colombo,99.58
9/1/2022,Breadfruit,Colombo,474.15
9/1/2022,Taro,Colombo,483.1
9/1/2022,Manioc,Colombo,411.62
9/8/2022,Winged Bean,Colombo,94.24
9/8/2022,Bitter Melon,Colombo,225.22
9/8/2022,Brinjal,Colombo,252.37
9/8/2022,Long Purple Eggplant,Colombo,72.72
9/8/2022,Asiatic Pennywort,Colombo,316.24
9/8/2022,Red Spinach,Colombo,485.47
9/8/2022,Pennywort,Colombo,279.03
9/8/2022,Leeks,Colombo,281.24
9/8/2022,Carrot,Colombo,144.29
9/8/2022,Beetroot,Colombo,278.63
9/8/2022,Cabbage,Colombo,143.46
9/8/2022,Knol-Khol,Colombo,387.44
9/8/2022,Pumpkin,Colombo,432.22
9/8/2022,Onion,Colombo,435.28
9/8/2022,Potato,Colombo,261.09
9/8/2022,Drumsticks,Colombo,278.59
9/8/2022,Jackfruit,Colombo,308.64
9/8/2022,Breadfruit,Colombo,497.97
9/8/2022,Taro,Colombo,67.98
9/8/2022,Manioc,Colombo,454.3
9/15/2022,Winged Bean,Colombo,343.47
9/15/2022,Bitter Melon,Colombo,69.44
9/15/2022,Brinjal,Colombo,465.85
9/15/2022,Long Purple Eggplant,Colombo,134.73
9/15/2022,Asiatic Pennywort,Colombo,325.25
9/15/2022,Red Spinach,Colombo,143.81
9/15/2022,Pennywort,Colombo,152.6
9/15/2022,Leeks,Colombo,275.36
9/15/2022,Carrot,Colombo,439.62
9/15/2022,Beetroot,Colombo,271.66
9/15/2022,Cabbage,Colombo,354.04
9/15/2022,Knol-Khol,Colombo,465.28
9/15/2022,Pumpkin,Colombo,336.12
9/15/2022,Onion,Colombo,315.62
9/15/2022,Potato,Colombo,198.6
9/15/2022,Drumsticks,Colombo,347.91
9/15/2022,Jackfruit,Colombo,245.34
9/15/2022,Breadfruit,Colombo,394.81
9/15/2022,Taro,Colombo,205.7
9/15/2022,Manioc,Colombo,213.29
9/22/2022,Winged Bean,Colombo,304.9
9/22/2022,Bitter Melon,Colombo,174.66
9/22/2022,Brinjal,Colombo,438.17
9/22/2022,Long Purple Eggplant,Colombo,116.42
9/22/2022,Asiatic Pennywort,Colombo,265.4
9/22/2022,Red Spinach,Colombo,299.83
9/22/2022,Pennywort,Colombo,303.3
9/22/2022,Leeks,Colombo,214
9/22/2022,Carrot,Colombo,292.87
9/22/2022,Beetroot,Colombo,315.24
9/22/2022,Cabbage,Colombo,99.28
9/22/2022,Knol-Khol,Colombo,450.78
9/22/2022,Pumpkin,Colombo,285.63
9/22/2022,Onion,Colombo,440.14
9/22/2022,Potato,Colombo,387.94
9/22/2022,Drumsticks,Colombo,450.77
9/22/2022,Jackfruit,Colombo,243.92
9/22/2022,Breadfruit,Colombo,156.02
9/22/2022,Taro,Colombo,311.3
9/22/2022,Manioc,Colombo,125.86
9/29/2022,Winged Bean,Colombo,175.9
9/29/2022,Bitter Melon,Colombo,481.32
9/29/2022,Brinjal,Colombo,78.02
9/29/2022,Long Purple Eggplant,Colombo,96.15
9/29/2022,Asiatic Pennywort,Colombo,68.13
9/29/2022,Red Spinach,Colombo,496.57
9/29/2022,Pennywort,Colombo,166.7
9/29/2022,Leeks,Colombo,355.59
9/29/2022,Carrot,Colombo,170.14
9/29/2022,Beetroot,Colombo,157.87
9/29/2022,Cabbage,Colombo,447.59
9/29/2022,Knol-Khol,Colombo,407.51
9/29/2022,Pumpkin,Colombo,201.51
9/29/2022,Onion,Colombo,233.14
9/29/2022,Potato,Colombo,343.35
9/29/2022,Drumsticks,Colombo,159.18
9/29/2022,Jackfruit,Colombo,367.22
9/29/2022,Breadfruit,Colombo,98.85
9/29/2022,Taro,Colombo,165.99
9/29/2022,Manioc,Colombo,305.04
10/6/2022,Winged Bean,Colombo,356.08
10/6/2022,Bitter Melon,Colombo,300.16
10/6/2022,Brinjal,Colombo,75.61
10/6/2022,Long Purple Eggplant,Colombo,172.58
10/6/2022,Asiatic Pennywort,Colombo,72.79
10/6/2022,Red Spinach,Colombo,64.86
10/6/2022,Pennywort,Colombo,236.99
10/6/2022,Leeks,Colombo,426.6
10/6/2022,Carrot,Colombo,398.82
10/6/2022,Beetroot,Colombo,98.73
10/6/2022,Cabbage,Colombo,111.06
10/6/2022,Knol-Khol,Colombo,131.03
10/6/2022,Pumpkin,Colombo,491.78
10/6/2022,Onion,Colombo,270.76
10/6/2022,Potato,Colombo,184.77
10/6/2022,Drumsticks,Colombo,146.25
10/6/2022,Jackfruit,Colombo,323.77
10/6/2022,Breadfruit,Colombo,144.58
10/6/2022,Taro,Colombo,108.57
10/6/2022,Manioc,Colombo,154.55
10/13/2022,Winged Bean,Colombo,101.77
10/13/2022,Bitter Melon,Colombo,147.99
10/13/2022,Brinjal,Colombo,498.93
10/13/2022,Long Purple Eggplant,Colombo,249.28
10/13/2022,Asiatic Pennywort,Colombo,361.53
10/13/2022,Red Spinach,Colombo,89.53
10/13/2022,Pennywort,Colombo,240.88
10/13/2022,Leeks,Colombo,480.89
10/13/2022,Carrot,Colombo,83.97
10/13/2022,Beetroot,Colombo,483.12
10/13/2022,Cabbage,Colombo,443.64
10/13/2022,Knol-Khol,Colombo,144.51
10/13/2022,Pumpkin,Colombo,197.4
10/13/2022,Onion,Colombo,87.94
10/13/2022,Potato,Colombo,53.53
10/13/2022,Drumsticks,Colombo,173.34
10/13/2022,Jackfruit,Colombo,65.37
10/13/2022,Breadfruit,Colombo,122.19
10/13/2022,Taro,Colombo,98.05
10/13/2022,Manioc,Colombo,80.77
10/20/2022,Winged Bean,Colombo,488.19
10/20/2022,Bitter Melon,Colombo,241.77
10/20/2022,Brinjal,Colombo,393.05
10/20/2022,Long Purple Eggplant,Colombo,365.77
10/20/2022,Asiatic Pennywort,Colombo,253.41
10/20/2022,Red Spinach,Colombo,400.11
10/20/2022,Pennywort,Colombo,217.89
10/20/2022,Leeks,Colombo,336.24
10/20/2022,Carrot,Colombo,341.83
10/20/2022,Beetroot,Colombo,69.69
10/20/2022,Cabbage,Colombo,415.94
10/20/2022,Knol-Khol,Colombo,103.43
10/20/2022,Pumpkin,Colombo,222.76
10/20/2022,Onion,Colombo,432.11
10/20/2022,Potato,Colombo,378.21
10/20/2022,Drumsticks,Colombo,356.11
10/20/2022,Jackfruit,Colombo,138.1
10/20/2022,Breadfruit,Colombo,354.43
10/20/2022,Taro,Colombo,337.4
10/20/2022,Manioc,Colombo,335.16
10/27/2022,Winged Bean,Colombo,62.24
10/27/2022,Bitter Melon,Colombo,266.58
10/27/2022,Brinjal,Colombo,407.56
10/27/2022,Long Purple Eggplant,Colombo,206.55
10/27/2022,Asiatic Pennywort,Colombo,141.34
10/27/2022,Red Spinach,Colombo,81.47
10/27/2022,Pennywort,Colombo,169.74
10/27/2022,Leeks,Colombo,116.01
10/27/2022,Carrot,Colombo,329.33
10/27/2022,Beetroot,Colombo,178.58
10/27/2022,Cabbage,Colombo,324.9
10/27/2022,Knol-Khol,Colombo,223
10/27/2022,Pumpkin,Colombo,79.44
10/27/2022,Onion,Colombo,346.18
10/27/2022,Potato,Colombo,222.47
10/27/2022,Drumsticks,Colombo,447.33
10/27/2022,Jackfruit,Colombo,421.44
10/27/2022,Breadfruit,Colombo,276.26
10/27/2022,Taro,Colombo,215.34
10/27/2022,Manioc,Colombo,335.38
11/3/2022,Winged Bean,Colombo,150.41
11/3/2022,Bitter Melon,Colombo,90.71
11/3/2022,Brinjal,Colombo,119.58
11/3/2022,Long Purple Eggplant,Colombo,101.33
11/3/2022,Asiatic Pennywort,Colombo,250.98
11/3/2022,Red Spinach,Colombo,452.68
11/3/2022,Pennywort,Colombo,171.25
11/3/2022,Leeks,Colombo,163.88
11/3/2022,Carrot,Colombo,472.93
11/3/2022,Beetroot,Colombo,88.93
11/3/2022,Cabbage,Colombo,184.05
11/3/2022,Knol-Khol,Colombo,346.45
11/3/2022,Pumpkin,Colombo,379.98
11/3/2022,Onion,Colombo,238.32
11/3/2022,Potato,Colombo,334.75
11/3/2022,Drumsticks,Colombo,240.62
11/3/2022,Jackfruit,Colombo,94.8
11/3/2022,Breadfruit,Colombo,325.46
11/3/2022,Taro,Colombo,336.42
11/3/2022,Manioc,Colombo,336.65
11/10/2022,Winged Bean,Colombo,398.84
11/10/2022,Bitter Melon,Colombo,428.83
11/10/2022,Brinjal,Colombo,200.17
11/10/2022,Long Purple Eggplant,Colombo,410.72
11/10/2022,Asiatic Pennywort,Colombo,304.98
11/10/2022,Red Spinach,Colombo,210.69
11/10/2022,Pennywort,Colombo,450.49
11/10/2022,Leeks,Colombo,229.51
11/10/2022,Carrot,Colombo,474.27
11/10/2022,Beetroot,Colombo,226.5
11/10/2022,Cabbage,Colombo,343.22
11/10/2022,Knol-Khol,Colombo,263.93
11/10/2022,Pumpkin,Colombo,450.06
11/10/2022,Onion,Colombo,257.28
11/10/2022,Potato,Colombo,346.78
11/10/2022,Drumsticks,Colombo,146.91
11/10/2022,Jackfruit,Colombo,472.37
11/10/2022,Breadfruit,Colombo,333.66
11/10/2022,Taro,Colombo,493.09
11/10/2022,Manioc,Colombo,327
11/17/2022,Winged Bean,Colombo,63.33
11/17/2022,Bitter Melon,Colombo,157.54
11/17/2022,Brinjal,Colombo,159.74
11/17/2022,Long Purple Eggplant,Colombo,338.92
11/17/2022,Asiatic Pennywort,Colombo,127.68
11/17/2022,Red Spinach,Colombo,332.1
11/17/2022,Pennywort,Colombo,308.14
11/17/2022,Leeks,Colombo,130.59
11/17/2022,Carrot,Colombo,55.19
11/17/2022,Beetroot,Colombo,495.68
11/17/2022,Cabbage,Colombo,128.46
11/17/2022,Knol-Khol,Colombo,294.14
11/17/2022,Pumpkin,Colombo,277.03
11/17/2022,Onion,Colombo,433.72
11/17/2022,Potato,Colombo,492.78
11/17/2022,Drumsticks,Colombo,79.05
11/17/2022,Jackfruit,Colombo,65.66
11/17/2022,Breadfruit,Colombo,93.32
11/17/2022,Taro,Colombo,336.87
11/17/2022,Manioc,Colombo,410.65
11/24/2022,Winged Bean,Colombo,188.38
11/24/2022,Bitter Melon,Colombo,57.07
11/24/2022,Brinjal,Colombo,198.41
11/24/2022,Long Purple Eggplant,Colombo,320.99
11/24/2022,Asiatic Pennywort,Colombo,120.48
11/24/2022,Red Spinach,Colombo,213.59
11/24/2022,Pennywort,Colombo,172.89
11/24/2022,Leeks,Colombo,96.9
11/24/2022,Carrot,Colombo,172.5
11/24/2022,Beetroot,Colombo,489.14
11/24/2022,Cabbage,Colombo,224.91
11/24/2022,Knol-Khol,Colombo,200.56
11/24/2022,Pumpkin,Colombo,124.81
11/24/2022,Onion,Colombo,115.04
11/24/2022,Potato,Colombo,65.49
11/24/2022,Drumsticks,Colombo,134.01
11/24/2022,Jackfruit,Colombo,252.35
11/24/2022,Breadfruit,Colombo,440.23
11/24/2022,Taro,Colombo,466.49
11/24/2022,Manioc,Colombo,382.93
12/1/2022,Winged Bean,Colombo,465.44
12/1/2022,Bitter Melon,Colombo,79.25
12/1/2022,Brinjal,Colombo,185.85
12/1/2022,Long Purple Eggplant,Colombo,445.93
12/1/2022,Asiatic Pennywort,Colombo,404.26
12/1/2022,Red Spinach,Colombo,220.43
12/1/2022,Pennywort,Colombo,391.58
12/1/2022,Leeks,Colombo,204.84
12/1/2022,Carrot,Colombo,258.99
12/1/2022,Beetroot,Colombo,438.75
12/1/2022,Cabbage,Colombo,461.15
12/1/2022,Knol-Khol,Colombo,317.04
12/1/2022,Pumpkin,Colombo,188.4
12/1/2022,Onion,Colombo,377.7
12/1/2022,Potato,Colombo,106.86
12/1/2022,Drumsticks,Colombo,202.5
12/1/2022,Jackfruit,Colombo,323.71
12/1/2022,Breadfruit,Colombo,429.56
12/1/2022,Taro,Colombo,349.68
12/1/2022,Manioc,Colombo,73.94
12/8/2022,Winged Bean,Colombo,427.2
12/8/2022,Bitter Melon,Colombo,447.9
12/8/2022,Brinjal,Colombo,143.69
12/8/2022,Long Purple Eggplant,Colombo,278.91
12/8/2022,Asiatic Pennywort,Colombo,240.02
12/8/2022,Red Spinach,Colombo,433.2
12/8/2022,Pennywort,Colombo,378.98
12/8/2022,Leeks,Colombo,139
12/8/2022,Carrot,Colombo,487.97
12/8/2022,Beetroot,Colombo,450.91
12/8/2022,Cabbage,Colombo,291.84
12/8/2022,Knol-Khol,Colombo,119.92
12/8/2022,Pumpkin,Colombo,446.09
12/8/2022,Onion,Colombo,66.83
12/8/2022,Potato,Colombo,159.02
12/8/2022,Drumsticks,Colombo,109.06
12/8/2022,Jackfruit,Colombo,468.32
12/8/2022,Breadfruit,Colombo,340.14
12/8/2022,Taro,Colombo,239.01
12/8/2022,Manioc,Colombo,228.63
12/15/2022,Winged Bean,Colombo,69.04
12/15/2022,Bitter Melon,Colombo,214.68
12/15/2022,Brinjal,Colombo,403.42
12/15/2022,Long Purple Eggplant,Colombo,101.13
12/15/2022,Asiatic Pennywort,Colombo,407.08
12/15/2022,Red Spinach,Colombo,422.6
12/15/2022,Pennywort,Colombo,231.74
12/15/2022,Leeks,Colombo,394.62
12/15/2022,Carrot,Colombo,394.98
12/15/2022,Beetroot,Colombo,213.25
12/15/2022,Cabbage,Colombo,452.41
12/15/2022,Knol-Khol,Colombo,94.53
12/15/2022,Pumpkin,Colombo,56.42
12/15/2022,Onion,Colombo,312.53
12/15/2022,Potato,Colombo,226.16
12/15/2022,Drumsticks,Colombo,447.48
12/15/2022,Jackfruit,Colombo,138.83
12/15/2022,Breadfruit,Colombo,289.18
12/15/2022,Taro,Colombo,417.2
12/15/2022,Manioc,Colombo,499.16
12/22/2022,Winged Bean,Colombo,187.03
12/22/2022,Bitter Melon,Colombo,369.92
12/22/2022,Brinjal,Colombo,178.29
12/22/2022,Long Purple Eggplant,Colombo,212.51
12/22/2022,Asiatic Pennywort,Colombo,241.46
12/22/2022,Red Spinach,Colombo,163.72
12/22/2022,Pennywort,Colombo,79.56
12/22/2022,Leeks,Colombo,472.23
12/22/2022,Carrot,Colombo,396.91
12/22/2022,Beetroot,Colombo,128.99
12/22/2022,Cabbage,Colombo,282.88
12/22/2022,Knol-Khol,Colombo,493.92
12/22/2022,Pumpkin,Colombo,142.01
12/22/2022,Onion,Colombo,435.46
12/22/2022,Potato,Colombo,477.21
12/22/2022,Drumsticks,Colombo,376.2
12/22/2022,Jackfruit,Colombo,248.04
12/22/2022,Breadfruit,Colombo,134.94
12/22/2022,Taro,Colombo,156.59
12/22/2022,Manioc,Colombo,317.15
12/29/2022,Winged Bean,Colombo,346.3
12/29/2022,Bitter Melon,Colombo,227.49
12/29/2022,Brinjal,Colombo,351.83
12/29/2022,Long Purple Eggplant,Colombo,300.48
12/29/2022,Asiatic Pennywort,Colombo,347.2
12/29/2022,Red Spinach,Colombo,298.14
12/29/2022,Pennywort,Colombo,85.1
12/29/2022,Leeks,Colombo,378.83
12/29/2022,Carrot,Colombo,359.54
12/29/2022,Beetroot,Colombo,263.39
12/29/2022,Cabbage,Colombo,222.01
12/29/2022,Knol-Khol,Colombo,338.13
12/29/2022,Pumpkin,Colombo,203.18
12/29/2022,Onion,Colombo,66.63
12/29/2022,Potato,Colombo,337.75
12/29/2022,Drumsticks,Colombo,165.68
12/29/2022,Jackfruit,Colombo,277.76
12/29/2022,Breadfruit,Colombo,262.82
12/29/2022,Taro,Colombo,291.63
12/29/2022,Manioc,Colombo,473.58
1/5/2023,Winged Bean,Colombo,192.82
1/5/2023,Bitter Melon,Colombo,414.5
1/5/2023,Brinjal,Colombo,362.12
1/5/2023,Long Purple Eggplant,Colombo,358.42
1/5/2023,Asiatic Pennywort,Colombo,203.23
1/5/2023,Red Spinach,Colombo,128.45
1/5/2023,Pennywort,Colombo,424.54
1/5/2023,Leeks,Colombo,87.08
1/5/2023,Carrot,Colombo,137.9
1/5/2023,Beetroot,Colombo,155.1
1/5/2023,Cabbage,Colombo,371.87
1/5/2023,Knol-Khol,Colombo,187.41
1/5/2023,Pumpkin,Colombo,54.39
1/5/2023,Onion,Colombo,113.96
1/5/2023,Potato,Colombo,112.99
1/5/2023,Drumsticks,Colombo,189.13
1/5/2023,Jackfruit,Colombo,76.21
1/5/2023,Breadfruit,Colombo,429.96
1/5/2023,Taro,Colombo,68.71
1/5/2023,Manioc,Colombo,454.26
1/12/2023,Winged Bean,Colombo,128.28
1/12/2023,Bitter Melon,Colombo,488.28
1/12/2023,Brinjal,Colombo,434.87
1/12/2023,Long Purple Eggplant,Colombo,461.75
1/12/2023,Asiatic Pennywort,Colombo,294.9
1/12/2023,Red Spinach,Colombo,485.08
1/12/2023,Pennywort,Colombo,350.8
1/12/2023,Leeks,Colombo,203.03
1/12/2023,Carrot,Colombo,257.75
1/12/2023,Beetroot,Colombo,362.99
1/12/2023,Cabbage,Colombo,362.91
1/12/2023,Knol-Khol,Colombo,185.64
1/12/2023,Pumpkin,Colombo,168.3
1/12/2023,Onion,Colombo,153.4
1/12/2023,Potato,Colombo,451.37
1/12/2023,Drumsticks,Colombo,240.5
1/12/2023,Jackfruit,Colombo,61.59
1/12/2023,Breadfruit,Colombo,470.05
1/12/2023,Taro,Colombo,468.23
1/12/2023,Manioc,Colombo,330.62
1/19/2023,Winged Bean,Colombo,453.89
1/19/2023,Bitter Melon,Colombo,159.53
1/19/2023,Brinjal,Colombo,342.84
1/19/2023,Long Purple Eggplant,Colombo,89.17
1/19/2023,Asiatic Pennywort,Colombo,214.44
1/19/2023,Red Spinach,Colombo,269.78
1/19/2023,Pennywort,Colombo,242.45
1/19/2023,Leeks,Colombo,305.34
1/19/2023,Carrot,Colombo,227.31
1/19/2023,Beetroot,Colombo,129.86
1/19/2023,Cabbage,Colombo,102.11
1/19/2023,Knol-Khol,Colombo,234.76
1/19/2023,Pumpkin,Colombo,388.76
1/19/2023,Onion,Colombo,483.16
1/19/2023,Potato,Colombo,170.1
1/19/2023,Drumsticks,Colombo,82.6
1/19/2023,Jackfruit,Colombo,153.61
1/19/2023,Breadfruit,Colombo,421.11
1/19/2023,Taro,Colombo,67.62
1/19/2023,Manioc,Colombo,356.97
1/26/2023,Winged Bean,Colombo,94.09
1/26/2023,Bitter Melon,Colombo,470.4
1/26/2023,Brinjal,Colombo,439.99
1/26/2023,Long Purple Eggplant,Colombo,385.15
1/26/2023,Asiatic Pennywort,Colombo,223.45
1/26/2023,Red Spinach,Colombo,455.65
1/26/2023,Pennywort,Colombo,397.28
1/26/2023,Leeks,Colombo,488.7
1/26/2023,Carrot,Colombo,397.88
1/26/2023,Beetroot,Colombo,429.04
1/26/2023,Cabbage,Colombo,279.59
1/26/2023,Knol-Khol,Colombo,475.01
1/26/2023,Pumpkin,Colombo,55.69
1/26/2023,Onion,Colombo,484.83
1/26/2023,Potato,Colombo,382.33
1/26/2023,Drumsticks,Colombo,442.36
1/26/2023,Jackfruit,Colombo,281.84
1/26/2023,Breadfruit,Colombo,402.48
1/26/2023,Taro,Colombo,325.04
1/26/2023,Manioc,Colombo,268.5
2/2/2023,Winged Bean,Colombo,161.16
2/2/2023,Bitter Melon,Colombo,269.67
2/2/2023,Brinjal,Colombo,447.05
2/2/2023,Long Purple Eggplant,Colombo,477.43
2/2/2023,Asiatic Pennywort,Colombo,80.25
2/2/2023,Red Spinach,Colombo,53.65
2/2/2023,Pennywort,Colombo,154.64
2/2/2023,Leeks,Colombo,427.16
2/2/2023,Carrot,Colombo,82.23
2/2/2023,Beetroot,Colombo,103.28
2/2/2023,Cabbage,Colombo,397.92
2/2/2023,Knol-Khol,Colombo,273.67
2/2/2023,Pumpkin,Colombo,257.57
2/2/2023,Onion,Colombo,94.61
2/2/2023,Potato,Colombo,266.64
2/2/2023,Drumsticks,Colombo,87.16
2/2/2023,Jackfruit,Colombo,302.49
2/2/2023,Breadfruit,Colombo,470.96
2/2/2023,Taro,Colombo,191.31
2/2/2023,Manioc,Colombo,265.7
2/9/2023,Winged Bean,Colombo,483.83
2/9/2023,Bitter Melon,Colombo,196.97
2/9/2023,Brinjal,Colombo,110.61
2/9/2023,Long Purple Eggplant,Colombo,428.21
2/9/2023,Asiatic Pennywort,Colombo,324.45
2/9/2023,Red Spinach,Colombo,454.57
2/9/2023,Pennywort,Colombo,376.77
2/9/2023,Leeks,Colombo,415.87
2/9/2023,Carrot,Colombo,327.59
2/9/2023,Beetroot,Colombo,71.26
2/9/2023,Cabbage,Colombo,465.93
2/9/2023,Knol-Khol,Colombo,187.47
2/9/2023,Pumpkin,Colombo,411.19
2/9/2023,Onion,Colombo,492.43
2/9/2023,Potato,Colombo,179.12
2/9/2023,Drumsticks,Colombo,256.32
2/9/2023,Jackfruit,Colombo,265.06
2/9/2023,Breadfruit,Colombo,264.91
2/9/2023,Taro,Colombo,277.3
2/9/2023,Manioc,Colombo,350.12
2/16/2023,Winged Bean,Colombo,375.64
2/16/2023,Bitter Melon,Colombo,68.98
2/16/2023,Brinjal,Colombo,373.1
2/16/2023,Long Purple Eggplant,Colombo,437.35
2/16/2023,Asiatic Pennywort,Colombo,436.78
2/16/2023,Red Spinach,Colombo,287.16
2/16/2023,Pennywort,Colombo,349.64
2/16/2023,Leeks,Colombo,286.19
2/16/2023,Carrot,Colombo,194.06
2/16/2023,Beetroot,Colombo,163.28
2/16/2023,Cabbage,Colombo,123.17
2/16/2023,Knol-Khol,Colombo,336.8
2/16/2023,Pumpkin,Colombo,462.99
2/16/2023,Onion,Colombo,61.97
2/16/2023,Potato,Colombo,263.56
2/16/2023,Drumsticks,Colombo,88.35
2/16/2023,Jackfruit,Colombo,495.74
2/16/2023,Breadfruit,Colombo,433.9
2/16/2023,Taro,Colombo,380.12
2/16/2023,Manioc,Colombo,444.31
2/23/2023,Winged Bean,Colombo,459.17
2/23/2023,Bitter Melon,Colombo,336.34
2/23/2023,Brinjal,Colombo,376.56
2/23/2023,Long Purple Eggplant,Colombo,94.74
2/23/2023,Asiatic Pennywort,Colombo,145.45
2/23/2023,Red Spinach,Colombo,303.23
2/23/2023,Pennywort,Colombo,160.68
2/23/2023,Leeks,Colombo,214.1
2/23/2023,Carrot,Colombo,341.65
2/23/2023,Beetroot,Colombo,61.35
2/23/2023,Cabbage,Colombo,360.82
2/23/2023,Knol-Khol,Colombo,345.72
2/23/2023,Pumpkin,Colombo,264.9
2/23/2023,Onion,Colombo,103.56
2/23/2023,Potato,Colombo,58.04
2/23/2023,Drumsticks,Colombo,275.68
2/23/2023,Jackfruit,Colombo,215.42
2/23/2023,Breadfruit,Colombo,386.31
2/23/2023,Taro,Colombo,426.92
2/23/2023,Manioc,Colombo,289.44
3/2/2023,Winged Bean,Colombo,212.42
3/2/2023,Bitter Melon,Colombo,167.97
3/2/2023,Brinjal,Colombo,73.31
3/2/2023,Long Purple Eggplant,Colombo,66.93
3/2/2023,Asiatic Pennywort,Colombo,325.2
3/2/2023,Red Spinach,Colombo,224.33
3/2/2023,Pennywort,Colombo,80.9
3/2/2023,Leeks,Colombo,58.53
3/2/2023,Carrot,Colombo,77.49
3/2/2023,Beetroot,Colombo,112.84
3/2/2023,Cabbage,Colombo,122.88
3/2/2023,Knol-Khol,Colombo,148.44
3/2/2023,Pumpkin,Colombo,143.95
3/2/2023,Onion,Colombo,68.63
3/2/2023,Potato,Colombo,247.35
3/2/2023,Drumsticks,Colombo,250.01
3/2/2023,Jackfruit,Colombo,499.14
3/2/2023,Breadfruit,Colombo,160.38
3/2/2023,Taro,Colombo,148.12
3/2/2023,Manioc,Colombo,149.29
3/9/2023,Winged Bean,Colombo,351.31
3/9/2023,Bitter Melon,Colombo,465.04
3/9/2023,Brinjal,Colombo,150.75
3/9/2023,Long Purple Eggplant,Colombo,490.3
3/9/2023,Asiatic Pennywort,Colombo,296.75
3/9/2023,Red Spinach,Colombo,384.15
3/9/2023,Pennywort,Colombo,143.8
3/9/2023,Leeks,Colombo,232.44
3/9/2023,Carrot,Colombo,321.02
3/9/2023,Beetroot,Colombo,287.44
3/9/2023,Cabbage,Colombo,62.3
3/9/2023,Knol-Khol,Colombo,255.36
3/9/2023,Pumpkin,Colombo,179.4
3/9/2023,Onion,Colombo,310.58
3/9/2023,Potato,Colombo,336.29
3/9/2023,Drumsticks,Colombo,465.81
3/9/2023,Jackfruit,Colombo,404.23
3/9/2023,Breadfruit,Colombo,108.56
3/9/2023,Taro,Colombo,175.31
3/9/2023,Manioc,Colombo,88.6
3/16/2023,Winged Bean,Colombo,221.93
3/16/2023,Bitter Melon,Colombo,481.29
